id,car_name,yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,make,model,total_owners,orginal_price,reserved,warranty_avail,paint,damage,no_of_service,bs
5650,maruti swift,2018,petrol,8015,523829,hatchback,automatic,maruti,swift,1,,TRUE,FALSE,Yes,Yes,3,2
5651,maruti wagon r,2001,petrol,72000,37620,hatchback,,maruti,wagon r,2,,FALSE,FALSE,No,Yes,2,2
5652,hyundai i20,2010,petrol,54757,148800,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,Yes,Yes,1,2
5653,honda city,2010,petrol,70410,231750,sedan,manual,honda,city,3,,FALSE,FALSE,No,Yes,3,5
5654,honda city,2014,diesel,61643,495000,sedan,manual,honda,city,3,,FALSE,TRUE,No,Yes,1,3
5655,maruti wagon r,2006,petrol,26500,105000,hatchback,manual,maruti,wagon r,1,,FALSE,FALSE,No,No,4,1
5656,maruti s cross,2016,diesel,57828,555500,suv,manual,maruti,s cross,1,,FALSE,FALSE,No,Yes,2,4
5657,bmw 3 series,2012,diesel,23782,1176000,luxury sedan,automatic,bmw,3 series,2,,FALSE,FALSE,Yes,Yes,5,3
5658,hyundai creta,2016,diesel,33130,901000,suv,manual,hyundai,creta,1,,FALSE,FALSE,No,No,5,1
5659,maruti ignis,2020,petrol,3128,538070,hatchback,manual,maruti,ignis,1,630064,FALSE,FALSE,Yes,No,5,3
5660,maruti eeco,2019,petrol & cng,11249,465405,suv,manual,maruti,eeco,1,568130,FALSE,FALSE,Yes,Yes,4,3
5661,maruti ignis,2017,petrol,19164,527358,hatchback,automatic,maruti,ignis,2,627552,FALSE,FALSE,Yes,No,4,4
5662,maruti eeco,2020,petrol,749,505757,suv,manual,maruti,eeco,1,506457,FALSE,FALSE,Yes,Yes,3,4
5663,maruti alto,2020,petrol,16113,363154,hatchback,manual,maruti,alto,1,441622,FALSE,FALSE,No,No,1,5
5664,maruti alto,2020,petrol,2016,359765,hatchback,manual,maruti,alto,1,424966,FALSE,FALSE,Yes,Yes,5,4
5665,maruti eeco,2017,petrol & cng,12252,438778,suv,manual,maruti,eeco,1,523108,FALSE,FALSE,Yes,No,3,5
5666,maruti eeco,2019,petrol & cng,7190,445301,suv,manual,maruti,eeco,1,571292,FALSE,FALSE,No,Yes,2,2
5667,maruti eeco,2019,petrol,4075,472292,suv,manual,maruti,eeco,1,580491,FALSE,FALSE,Yes,No,1,1
5668,datsun redi go,2018,petrol,6076,313300,hatchback,manual,datsun,redi go,1,351018,FALSE,FALSE,Yes,No,1,5
5669,maruti alto k10,2017,petrol,22167,318401,hatchback,manual,maruti,alto k10,2,330426,FALSE,FALSE,Yes,No,1,2
5670,maruti eeco,2019,petrol,18973,445647,suv,manual,maruti,eeco,1,540091,FALSE,FALSE,Yes,Yes,1,1
5671,hyundai eon,2017,petrol,21069,330070,hatchback,manual,hyundai,eon,2,330170,FALSE,FALSE,Yes,No,4,3
5672,hyundai verna,2013,petrol,59152,428544,sedan,manual,hyundai,verna,1,512805,FALSE,FALSE,Yes,Yes,2,3
5673,hyundai i10,2013,petrol,30947,296002,hatchback,manual,hyundai,i10,3,,FALSE,FALSE,No,Yes,3,4
5674,maruti alto 800,2018,petrol,8329,337363,hatchback,manual,maruti,alto 800,1,408845,FALSE,FALSE,No,No,2,3
5675,hyundai santro xing,2012,petrol,37639,274819,hatchback,manual,hyundai,santro xing,2,312438,FALSE,FALSE,No,No,0,1
5676,maruti wagon r 1.0,2017,petrol,26224,437778,hatchback,automatic,maruti,wagon r 1.0,1,497269,FALSE,FALSE,No,No,1,5
5677,maruti alto 800,2018,petrol,11798,339743,hatchback,manual,maruti,alto 800,1,378661,FALSE,FALSE,Yes,Yes,4,2
5678,maruti alto 800,2018,petrol,16565,325751,hatchback,manual,maruti,alto 800,1,396603,FALSE,FALSE,No,Yes,2,1
5679,hyundai grand i10,2016,petrol,12785,453641,hatchback,manual,hyundai,grand i10,1,542002,FALSE,FALSE,No,Yes,1,2
5680,maruti wagon r 1.0,2012,petrol,29442,291688,hatchback,manual,maruti,wagon r 1.0,3,296080,FALSE,FALSE,No,Yes,5,5
5681,datsun redi go,2017,petrol & cng,22972,281394,hatchback,,datsun,redi go,1,,FALSE,FALSE,Yes,No,5,3
5682,hyundai i20,2009,petrol,37821,261789,hatchback,manual,hyundai,i20,2,282656,FALSE,FALSE,Yes,Yes,3,1
5683,hyundai grand i10,2019,petrol,17803,591218,hatchback,manual,hyundai,grand i10,1,701418,FALSE,FALSE,No,No,2,1
5684,hyundai xcent,2016,petrol,13123,537722,sedan,manual,hyundai,xcent,1,538422,FALSE,FALSE,Yes,No,1,5
5685,maruti alto,2020,petrol,1297,366398,hatchback,manual,maruti,alto,1,435755,FALSE,FALSE,Yes,No,2,2
5686,maruti vitara brezza,2018,diesel,20891,825931,suv,manual,maruti,vitara brezza,1,833231,FALSE,FALSE,No,No,5,2
5687,renault kwid,2019,petrol,16133,383767,hatchback,manual,renault,kwid,1,385167,FALSE,FALSE,Yes,No,1,2
5688,maruti baleno,2019,petrol,10491,653102,hatchback,manual,maruti,baleno,1,752778,FALSE,FALSE,No,Yes,1,3
5689,maruti alto 800,2014,petrol,53352,204863,hatchback,manual,maruti,alto 800,1,244674,FALSE,FALSE,Yes,Yes,3,4
5690,maruti swift dzire,2013,petrol,69132,397084,sedan,manual,maruti,swift dzire,2,462830,FALSE,FALSE,No,Yes,2,5
5691,maruti eeco,2019,petrol & cng,51484,480050,suv,manual,maruti,eeco,1,560276,FALSE,FALSE,Yes,No,0,4
5692,maruti swift,2014,petrol,45422,481726,hatchback,manual,maruti,swift,2,482126,FALSE,FALSE,No,No,2,2
5693,maruti celerio,2015,petrol,41858,349823,hatchback,automatic,maruti,celerio,2,349923,FALSE,FALSE,Yes,Yes,2,4
5694,maruti dzire,2017,diesel,22591,727462,sedan,manual,maruti,dzire,1,852392,FALSE,FALSE,No,Yes,2,5
5695,hyundai grand i10,2015,petrol,51275,418263,hatchback,manual,hyundai,grand i10,1,418363,FALSE,FALSE,Yes,Yes,5,3
5696,maruti baleno,2019,petrol,28082,599465,hatchback,manual,maruti,baleno,1,723728,FALSE,FALSE,Yes,No,1,2
5697,honda city,2013,petrol,47868,482662,sedan,manual,honda,city,1,540143,FALSE,FALSE,Yes,No,4,3
5698,hyundai grand i10,2015,petrol,69935,386424,hatchback,manual,hyundai,grand i10,2,390724,FALSE,FALSE,No,Yes,1,5
5699,maruti eeco,2018,petrol,58405,421673,suv,manual,maruti,eeco,1,421773,FALSE,FALSE,Yes,No,3,3
5700,hyundai grand i10,2017,petrol,43691,447848,hatchback,manual,hyundai,grand i10,1,535342,FALSE,FALSE,Yes,Yes,5,2
5701,maruti alto k10,2012,petrol & cng,58560,211699,hatchback,manual,maruti,alto k10,1,211799,FALSE,FALSE,No,Yes,2,3
5702,maruti eeco,2014,petrol & cng,78372,216794,suv,manual,maruti,eeco,1,287403,FALSE,FALSE,Yes,No,0,2
5703,maruti vitara brezza,2016,diesel,25643,778559,suv,manual,maruti,vitara brezza,1,913193,FALSE,FALSE,Yes,Yes,2,4
5704,hyundai elite i20,2019,petrol,22474,664899,hatchback,,hyundai,elite i20,2,671199,FALSE,FALSE,No,Yes,0,5
5705,maruti alto 800,2013,petrol,51970,245958,hatchback,manual,maruti,alto 800,2,268060,FALSE,FALSE,No,Yes,5,4
5706,maruti swift,2013,diesel,89350,341051,hatchback,manual,maruti,swift,1,389800,FALSE,FALSE,Yes,Yes,2,5
5707,maruti swift,2017,petrol,87233,481185,hatchback,manual,maruti,swift,1,561034,FALSE,FALSE,Yes,Yes,1,3
5708,hyundai grand i10,2017,petrol,38764,502069,hatchback,manual,hyundai,grand i10,1,502169,FALSE,FALSE,Yes,No,2,4
5709,maruti eeco,2018,petrol & cng,43092,438254,suv,manual,maruti,eeco,1,438354,FALSE,FALSE,No,Yes,4,5
5710,mahindra scorpio,2017,diesel,48530,845257,suv,,mahindra,scorpio,1,930138,FALSE,FALSE,No,Yes,1,1
5711,hyundai venue,2019,petrol,8322,933119,suv,,hyundai,venue,1,1144070,FALSE,FALSE,Yes,Yes,5,1
5712,maruti vitara brezza,2018,diesel,72413,799414,suv,manual,maruti,vitara brezza,1,962212,FALSE,FALSE,No,No,3,5
5713,maruti s cross,2018,diesel,31297,837044,suv,,maruti,s cross,1,1000403,FALSE,FALSE,Yes,Yes,4,1
5714,mahindra xuv 3oo,2019,diesel,62744,842999,suv,,mahindra,xuv 3oo,1,1001850,FALSE,FALSE,No,Yes,2,3
5715,hyundai i10,2011,petrol,96602,245293,hatchback,manual,hyundai,i10,1,289687,FALSE,FALSE,Yes,Yes,5,3
5716,maruti swift,2018,diesel,45006,567368,hatchback,manual,maruti,swift,1,711855,FALSE,FALSE,Yes,No,0,4
5717,jeep compass,2019,diesel,60569,1445153,luxury suv,manual,jeep,compass,1,1771527,FALSE,FALSE,No,Yes,0,4
5718,maruti vitara brezza,2018,diesel,52306,799716,suv,manual,maruti,vitara brezza,1,959612,FALSE,FALSE,Yes,No,1,5
5719,maruti eeco,2019,petrol & cng,69221,462626,suv,manual,maruti,eeco,1,548477,FALSE,FALSE,Yes,No,3,1
5720,hyundai creta,2019,diesel,52649,1379153,suv,,hyundai,creta,1,1659625,FALSE,FALSE,No,Yes,3,2
5721,hyundai verna,2011,petrol,103452,386929,sedan,manual,hyundai,verna,2,416545,FALSE,FALSE,Yes,No,5,1
5722,maruti swift,2015,diesel,92396,410717,hatchback,manual,maruti,swift,2,486860,FALSE,FALSE,No,Yes,1,2
5723,hyundai i10,2011,petrol,129814,267712,hatchback,manual,hyundai,i10,3,277118,FALSE,FALSE,No,No,5,2
5724,honda city,2010,petrol,200273,373214,sedan,manual,honda,city,1,373314,FALSE,FALSE,No,No,2,5
5725,hyundai grand i10,2017,petrol,16537,507463,hatchback,manual,hyundai,grand i10,1,618863,FALSE,FALSE,No,No,4,1
5726,honda br-v,2017,petrol,21706,655325,suv,manual,honda,br-v,1,867545,FALSE,TRUE,Yes,Yes,5,3
5727,maruti alto k10,2012,petrol,48098,199125,hatchback,manual,maruti,alto k10,1,246165,FALSE,FALSE,No,No,2,5
5728,maruti celerio,2020,petrol,7679,471638,hatchback,manual,maruti,celerio,1,582229,FALSE,FALSE,No,Yes,5,4
5729,maruti eeco,2015,petrol,26213,289801,suv,manual,maruti,eeco,1,361101,FALSE,FALSE,Yes,Yes,0,4
5730,maruti eeco,2019,petrol,2426,482061,suv,manual,maruti,eeco,1,602199,FALSE,FALSE,Yes,Yes,4,4
5731,hyundai eon,2013,petrol,30090,219438,hatchback,manual,hyundai,eon,2,276894,FALSE,FALSE,No,No,2,2
5732,maruti baleno,2020,petrol,6081,695833,hatchback,manual,maruti,baleno,1,803857,FALSE,FALSE,No,No,0,5
5733,hyundai i20,2012,petrol,39510,379584,hatchback,manual,hyundai,i20,1,467197,FALSE,FALSE,No,No,4,2
5734,hyundai grand i10,2018,petrol,11519,406429,hatchback,manual,hyundai,grand i10,1,504720,FALSE,FALSE,No,Yes,0,2
5735,tata nano,2016,petrol,22961,160703,hatchback,automatic,tata,nano,1,161003,FALSE,FALSE,Yes,Yes,3,3
5736,hyundai eon,2015,petrol,40381,242305,hatchback,manual,hyundai,eon,2,,FALSE,FALSE,No,No,4,5
5737,maruti alto,2019,petrol,5523,321500,hatchback,manual,maruti,alto,1,404475,FALSE,FALSE,Yes,Yes,0,3
5738,maruti ignis,2020,petrol,1584,508408,hatchback,manual,maruti,ignis,1,603491,FALSE,FALSE,No,No,2,3
5739,hyundai eon,2015,petrol,13593,246992,hatchback,manual,hyundai,eon,2,307842,FALSE,FALSE,Yes,No,5,3
5740,honda brio,2017,petrol,14148,357119,hatchback,manual,honda,brio,1,450280,FALSE,FALSE,Yes,Yes,3,3
5741,maruti wagon r 1.0,2011,petrol,45955,235971,hatchback,manual,maruti,wagon r 1.0,1,288971,FALSE,FALSE,No,Yes,5,3
5742,maruti alto 800,2019,petrol,8199,352918,hatchback,manual,maruti,alto 800,1,395564,FALSE,FALSE,No,Yes,3,4
5743,maruti swift dzire,2014,petrol,23822,454805,sedan,manual,maruti,swift dzire,2,543098,FALSE,FALSE,Yes,Yes,4,5
5744,hyundai eon,2013,petrol,23870,238964,hatchback,manual,hyundai,eon,1,265112,FALSE,FALSE,No,Yes,5,1
5745,hyundai grand i10 nios,2020,petrol,5491,598295,hatchback,,hyundai,grand i10 nios,1,720952,FALSE,FALSE,Yes,Yes,3,4
5746,hyundai grand i10,2018,petrol,23916,531628,hatchback,manual,hyundai,grand i10,2,614229,FALSE,FALSE,No,No,5,5
5747,maruti baleno,2019,petrol,12741,646964,hatchback,manual,maruti,baleno,1,750868,FALSE,FALSE,Yes,Yes,5,4
5748,hyundai i10,2012,petrol,53944,247858,hatchback,manual,hyundai,i10,3,312315,FALSE,FALSE,No,Yes,3,4
5749,maruti alto 800,2017,petrol,33084,283190,hatchback,manual,maruti,alto 800,2,334441,FALSE,FALSE,No,No,1,3
5750,maruti baleno,2018,petrol,21137,573646,hatchback,manual,maruti,baleno,2,594474,FALSE,FALSE,No,Yes,2,5
5751,hyundai grand i10,2017,petrol,18233,505000,hatchback,manual,hyundai,grand i10,1,528900,FALSE,FALSE,No,No,1,1
5752,hyundai i10,2013,petrol,53082,277437,hatchback,manual,hyundai,i10,1,349925,FALSE,FALSE,No,Yes,0,3
5753,hyundai i10,2013,petrol,38823,299572,hatchback,manual,hyundai,i10,2,363137,FALSE,FALSE,No,Yes,4,3
5754,maruti dzire,2017,diesel,25918,578999,sedan,manual,maruti,dzire,1,725230,FALSE,FALSE,Yes,No,4,1
5755,hyundai grand i10,2017,petrol,28941,494758,hatchback,manual,hyundai,grand i10,1,609972,FALSE,FALSE,No,No,3,2
5756,maruti alto,2020,petrol,1287,415397,hatchback,manual,maruti,alto,1,415497,FALSE,FALSE,No,No,1,2
5757,maruti dzire,2018,petrol,14861,577029,sedan,manual,maruti,dzire,1,679037,FALSE,FALSE,Yes,Yes,2,3
5758,hyundai i10,2012,petrol,44958,262348,hatchback,manual,hyundai,i10,3,307439,FALSE,FALSE,No,No,3,3
5759,maruti baleno,2018,diesel,26777,727370,hatchback,manual,maruti,baleno,1,860191,FALSE,FALSE,No,No,3,3
5760,hyundai eon,2014,petrol,49840,223786,hatchback,manual,hyundai,eon,1,283440,FALSE,FALSE,Yes,No,5,2
5761,hyundai grand i10,2019,petrol,9295,510014,hatchback,manual,hyundai,grand i10,1,629867,FALSE,FALSE,No,No,3,1
5762,maruti alto,2019,petrol,20213,315118,hatchback,manual,maruti,alto,1,375459,FALSE,FALSE,Yes,No,1,5
5763,maruti eeco,2017,petrol,17913,428642,suv,manual,maruti,eeco,1,489943,FALSE,FALSE,Yes,No,1,5
5764,hyundai elite i20,2015,diesel,47171,438148,hatchback,manual,hyundai,elite i20,1,545321,FALSE,FALSE,No,Yes,1,1
5765,renault kwid,2018,petrol,26660,314586,hatchback,automatic,renault,kwid,1,393587,FALSE,FALSE,Yes,Yes,0,1
5766,honda amaze,2018,petrol,13445,678078,sedan,,honda,amaze,1,,FALSE,FALSE,Yes,No,5,4
5767,hyundai eon,2017,petrol,13446,310282,hatchback,manual,hyundai,eon,1,324282,FALSE,FALSE,No,Yes,4,3
5768,renault kwid,2017,petrol,33795,273635,hatchback,manual,renault,kwid,1,344854,FALSE,FALSE,No,Yes,2,2
5769,renault kwid,2018,petrol,15030,336943,hatchback,automatic,renault,kwid,1,424828,FALSE,FALSE,No,No,1,4
5770,hyundai i20,2013,petrol,29988,420615,hatchback,manual,hyundai,i20,1,478160,TRUE,FALSE,No,No,2,5
5771,maruti eeco,2017,petrol,32883,412550,suv,manual,maruti,eeco,1,,FALSE,FALSE,No,No,4,2
5772,maruti alto 800,2018,petrol,22584,320118,hatchback,manual,maruti,alto 800,1,391183,FALSE,FALSE,No,No,2,4
5773,maruti alto 800,2013,petrol,50888,199821,hatchback,manual,maruti,alto 800,1,199921,FALSE,FALSE,Yes,Yes,3,5
5774,hyundai aura,2020,petrol,11292,579974,sedan,,hyundai,aura,1,702389,FALSE,FALSE,Yes,Yes,3,2
5775,renault kwid,2016,petrol,53223,202399,hatchback,manual,renault,kwid,2,262167,FALSE,FALSE,Yes,Yes,0,2
5776,maruti eeco,2017,petrol & cng,35612,417956,suv,manual,maruti,eeco,1,513539,FALSE,FALSE,No,No,4,2
5777,hyundai elite i20,2015,petrol,48569,456922,hatchback,manual,hyundai,elite i20,1,562342,FALSE,FALSE,Yes,No,4,2
5778,hyundai grand i10,2018,petrol,9230,449879,hatchback,manual,hyundai,grand i10,1,551723,FALSE,FALSE,Yes,Yes,0,2
5779,hyundai i20,2013,petrol,50191,367784,hatchback,manual,hyundai,i20,2,446896,FALSE,FALSE,Yes,No,3,1
5780,maruti wagon r 1.0,2017,petrol,42109,386693,hatchback,manual,maruti,wagon r 1.0,1,448164,FALSE,FALSE,No,Yes,1,3
5781,maruti alto 800,2014,petrol,31115,231247,hatchback,manual,maruti,alto 800,2,253837,FALSE,FALSE,No,Yes,1,1
5782,maruti dzire,2018,diesel,13579,659713,sedan,manual,maruti,dzire,1,,FALSE,FALSE,Yes,No,5,5
5783,hyundai grand i10,2015,petrol,44173,478536,hatchback,manual,hyundai,grand i10,1,526944,FALSE,FALSE,Yes,No,1,5
5784,maruti swift dzire,2014,diesel,53089,453360,sedan,manual,maruti,swift dzire,1,519819,FALSE,FALSE,No,No,4,2
5785,maruti alto 800,2019,petrol,14436,373354,hatchback,manual,maruti,alto 800,1,423412,FALSE,FALSE,No,No,4,4
5786,maruti swift,2013,petrol,60652,354912,hatchback,manual,maruti,swift,2,441818,FALSE,FALSE,No,No,0,1
5787,nissan micra,2014,petrol,51537,311369,hatchback,automatic,nissan,micra,1,343357,FALSE,FALSE,Yes,No,1,1
5788,hyundai grand i10,2014,petrol,64081,390618,hatchback,manual,hyundai,grand i10,1,461382,FALSE,FALSE,Yes,No,0,2
5789,hyundai grand i10,2018,petrol,19510,553699,hatchback,manual,hyundai,grand i10,1,625272,FALSE,FALSE,No,Yes,1,4
5790,honda wr-v,2017,petrol,31261,669910,suv,manual,honda,wr-v,2,826162,FALSE,FALSE,Yes,No,5,3
5791,maruti alto k10,2012,petrol,83950,165131,hatchback,manual,maruti,alto k10,3,201787,FALSE,FALSE,No,Yes,0,4
5792,maruti swift dzire,2015,petrol,27189,513482,sedan,manual,maruti,swift dzire,2,513582,FALSE,FALSE,No,Yes,3,3
5793,hyundai grand i10,2017,petrol,2556,560142,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,No,Yes,5,4
5794,maruti alto 800,2018,petrol,23354,311149,hatchback,manual,maruti,alto 800,1,367803,FALSE,FALSE,Yes,Yes,4,4
5795,maruti wagon r 1.0,2013,petrol,53862,288315,hatchback,manual,maruti,wagon r 1.0,1,327781,FALSE,FALSE,Yes,No,1,2
5796,hyundai grand i10,2018,petrol,18489,505889,hatchback,manual,hyundai,grand i10,1,628851,FALSE,FALSE,Yes,Yes,4,5
5797,hyundai i10,2014,petrol,59258,297789,hatchback,manual,hyundai,i10,1,343994,FALSE,FALSE,Yes,No,1,1
5798,hyundai xcent,2014,petrol,52070,410038,sedan,manual,hyundai,xcent,1,458450,FALSE,FALSE,No,No,0,2
5799,maruti ciaz,2017,diesel,31125,695351,sedan,manual,maruti,ciaz,2,716451,FALSE,FALSE,No,No,0,3
5800,hyundai i10,2011,petrol,69373,206139,hatchback,manual,hyundai,i10,2,256094,FALSE,FALSE,Yes,No,1,5
5801,hyundai i20,2011,petrol,119324,218343,hatchback,manual,hyundai,i20,3,278716,FALSE,FALSE,Yes,Yes,4,4
5802,hyundai i10,2010,petrol,59608,243388,hatchback,manual,hyundai,i10,1,245196,FALSE,FALSE,No,Yes,5,5
5803,maruti swift,2019,petrol,17155,561144,hatchback,manual,maruti,swift,1,687958,FALSE,FALSE,Yes,Yes,5,2
5804,renault kwid,2018,petrol,27796,311084,hatchback,manual,renault,kwid,1,363568,FALSE,FALSE,Yes,Yes,2,1
5805,renault kwid,2017,petrol,38858,334640,hatchback,automatic,renault,kwid,1,394453,FALSE,FALSE,No,No,3,3
5806,maruti alto 800,2014,petrol,58441,205199,hatchback,manual,maruti,alto 800,2,261948,FALSE,FALSE,Yes,No,2,3
5807,maruti baleno,2017,petrol,51926,444668,hatchback,manual,maruti,baleno,1,544078,FALSE,FALSE,No,No,2,4
5808,maruti eeco,2019,petrol & cng,26718,467426,suv,manual,maruti,eeco,1,513727,FALSE,FALSE,No,Yes,3,3
5809,hyundai grand i10,2018,diesel,49971,436015,hatchback,manual,hyundai,grand i10,2,526139,FALSE,FALSE,No,Yes,2,4
5810,maruti swift dzire,2009,petrol,83125,240169,sedan,manual,maruti,swift dzire,1,273173,FALSE,FALSE,Yes,Yes,2,2
5811,hyundai grand i10,2015,petrol,46375,453993,hatchback,manual,hyundai,grand i10,1,469656,FALSE,FALSE,No,Yes,3,3
5812,datsun redi go,2017,petrol,58554,205407,hatchback,manual,datsun,redi go,1,207508,FALSE,FALSE,Yes,Yes,3,5
5813,maruti alto 800,2018,petrol & cng,35284,308351,hatchback,manual,maruti,alto 800,1,370622,FALSE,FALSE,Yes,Yes,2,4
5814,maruti swift dzire,2014,petrol,66650,429065,sedan,manual,maruti,swift dzire,1,498057,FALSE,FALSE,No,Yes,0,4
5815,hyundai i20,2013,petrol,90168,363626,hatchback,manual,hyundai,i20,1,414737,FALSE,FALSE,Yes,Yes,5,4
5816,hyundai grand i10,2016,diesel,57525,399655,hatchback,manual,hyundai,grand i10,1,503271,FALSE,FALSE,No,Yes,5,1
5817,toyota yaris,2018,petrol,23669,835684,sedan,manual,toyota,yaris,1,988835,FALSE,FALSE,No,Yes,3,4
5818,toyota innova crysta,2019,diesel,6880,2017747,suv,manual,toyota,innova crysta,1,,FALSE,FALSE,No,Yes,5,2
5819,honda wr-v,2018,petrol,33780,641801,suv,,honda,wr-v,1,771881,FALSE,FALSE,Yes,No,2,1
5820,jeep compass,2017,diesel,52328,1508901,luxury suv,manual,jeep,compass,1,1808989,FALSE,FALSE,No,No,3,3
5821,maruti baleno,2017,petrol,36847,580468,hatchback,manual,maruti,baleno,1,696852,FALSE,FALSE,No,No,5,5
5822,honda accord,2010,petrol,77934,351726,sedan,manual,honda,accord,2,399735,FALSE,FALSE,No,No,3,1
5823,maruti swift,2015,diesel,72209,419051,hatchback,manual,maruti,swift,2,528806,FALSE,FALSE,Yes,Yes,2,2
5824,hyundai accent,2011,petrol & cng,102591,234023,sedan,manual,hyundai,accent,3,234645,FALSE,FALSE,Yes,Yes,4,4
5825,maruti eeco,2017,petrol & cng,74816,375098,suv,manual,maruti,eeco,1,468607,FALSE,FALSE,Yes,Yes,2,5
5826,maruti swift,2016,petrol,68900,468499,hatchback,manual,maruti,swift,1,552390,FALSE,FALSE,No,Yes,0,5
5827,maruti swift,2015,petrol,66664,436823,hatchback,manual,maruti,swift,1,437323,FALSE,FALSE,Yes,No,2,4
5828,maruti eeco,2019,petrol & cng,47259,487383,suv,manual,maruti,eeco,1,566940,FALSE,FALSE,No,No,3,4
5829,honda city,2019,petrol,19006,790075,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,Yes,3,5
5830,honda amaze,2019,petrol,28190,549055,sedan,manual,honda,amaze,1,714188,FALSE,FALSE,Yes,Yes,0,2
5831,hyundai grand i10,2016,petrol,90217,497742,hatchback,manual,hyundai,grand i10,1,552813,FALSE,TRUE,Yes,No,5,4
5832,maruti swift,2015,petrol,67640,420321,hatchback,manual,maruti,swift,1,492246,FALSE,FALSE,No,Yes,0,3
5833,hyundai grand i10,2017,petrol,45843,472498,hatchback,manual,hyundai,grand i10,1,573719,FALSE,FALSE,Yes,No,5,5
5834,maruti swift,2014,diesel,92170,395331,hatchback,manual,maruti,swift,4,400610,FALSE,FALSE,Yes,No,0,3
5835,hyundai i20,2011,petrol,51344,312478,hatchback,manual,hyundai,i20,1,328197,FALSE,FALSE,No,Yes,5,5
5836,maruti eeco,2017,petrol & cng,43079,393576,suv,manual,maruti,eeco,1,474064,FALSE,FALSE,No,No,1,5
5837,hyundai i10,2012,petrol,79987,249702,hatchback,manual,hyundai,i10,1,313535,FALSE,FALSE,No,No,2,2
5838,hyundai grand i10,2017,diesel,44071,417185,hatchback,manual,hyundai,grand i10,2,489049,FALSE,FALSE,No,Yes,1,3
5839,mahindra xuv 3oo,2019,petrol,17328,718599,suv,,mahindra,xuv 3oo,1,832080,FALSE,FALSE,Yes,No,4,1
5840,renault kwid,2019,petrol,31394,347801,hatchback,manual,renault,kwid,2,421184,FALSE,FALSE,Yes,Yes,3,5
5841,maruti wagon r 1.0,2014,petrol & cng,74867,276132,hatchback,,maruti,wagon r 1.0,2,330448,FALSE,FALSE,Yes,No,5,1
5842,maruti wagon r 1.0,2018,petrol,74601,353909,hatchback,manual,maruti,wagon r 1.0,1,445500,FALSE,FALSE,Yes,Yes,1,3
5843,hyundai eon,2014,petrol,62345,234254,hatchback,manual,hyundai,eon,2,270019,FALSE,FALSE,Yes,Yes,3,4
5844,maruti swift dzire,2013,petrol,80174,379948,sedan,manual,maruti,swift dzire,1,478417,FALSE,FALSE,Yes,No,4,3
5845,renault kwid,2016,petrol,58673,214751,hatchback,manual,renault,kwid,3,218502,FALSE,FALSE,Yes,Yes,5,1
5846,maruti alto 800,2017,petrol,78989,293326,hatchback,manual,maruti,alto 800,1,367055,FALSE,FALSE,No,No,4,4
5847,maruti vitara brezza,2018,diesel,61410,744585,suv,manual,maruti,vitara brezza,1,924683,FALSE,FALSE,No,No,2,1
5848,maruti eeco,2017,petrol & cng,80662,422380,suv,manual,maruti,eeco,1,485199,FALSE,FALSE,Yes,No,5,1
5849,hyundai verna,2016,petrol,55578,606705,sedan,manual,hyundai,verna,1,678063,FALSE,FALSE,Yes,No,2,4
5850,maruti ciaz,2019,petrol,24672,782013,sedan,,maruti,ciaz,1,959908,FALSE,FALSE,Yes,No,1,1
5851,hyundai grand i10,2017,petrol,41740,502799,hatchback,manual,hyundai,grand i10,1,583402,FALSE,FALSE,No,Yes,3,2
5852,hyundai creta,2015,diesel,66342,910114,suv,,hyundai,creta,1,1082634,FALSE,FALSE,No,No,4,2
5853,hyundai eon,2015,petrol & cng,77450,215458,hatchback,manual,hyundai,eon,1,221459,TRUE,FALSE,No,No,4,4
5854,hyundai eon,2016,petrol,61757,265406,hatchback,manual,hyundai,eon,2,332297,FALSE,FALSE,No,No,1,3
5855,maruti new  wagon-r,2020,petrol & cng,21891,527578,,,maruti,new  wagon-r,1,,FALSE,FALSE,No,No,4,4
5856,maruti eeco,2019,petrol & cng,36040,467103,suv,manual,maruti,eeco,1,567891,FALSE,FALSE,No,No,1,2
5857,hyundai creta,2019,petrol,23841,977030,suv,manual,hyundai,creta,1,977130,FALSE,FALSE,Yes,No,3,1
5858,honda brio,2015,petrol,70606,324125,hatchback,manual,honda,brio,1,405543,FALSE,FALSE,No,Yes,3,1
5859,mercedes benz gla class,2015,diesel,59526,1685938,luxury suv,manual,mercedes benz,gla class,1,2026312,FALSE,FALSE,Yes,No,0,1
5860,tata nexon,2020,petrol,18133,883281,suv,manual,tata,nexon ,1,1044581,FALSE,FALSE,Yes,No,0,2
5861,hyundai grand i10,2015,petrol & cng,79004,400450,hatchback,manual,hyundai,grand i10,1,496844,FALSE,FALSE,Yes,No,4,3
5862,honda wr-v,2018,petrol,29703,752022,suv,manual,honda,wr-v,1,934803,FALSE,FALSE,No,Yes,5,4
5863,honda amaze,2014,petrol,104449,367899,sedan,manual,honda,amaze,3,461565,FALSE,FALSE,Yes,Yes,5,5
5864,honda brio,2013,petrol & cng,86009,335823,hatchback,manual,honda,brio,2,369753,FALSE,FALSE,No,Yes,1,5
